Sensor ID,Timestamp,temp_C,Pressure (kPa),vibration_mm_s,STATUS
SEN-005,2025-01-03 21:43:57,67.04,103.24,0.5071,ok
SEN-007,01/14/2025 02:15:40,63.37,102.46,0.5325,ok
SEN-012,2025-01-06 22:15:29,70.14,101.46,0.5125,ok
SEN-021,2025-01-04 03:13:59,56.37,102.26,0.4798,ok
SEN-005,01/05/2025 14:59:57,71.81,103.77,0.4999,ok
SEN-007,08-01-2025 11:01:02,69.81,102.5,0.5971,ok
SEN-018,2025-01-13 22:00:16+00:00,66.88,94.95,0.5395,ok
SEN-010,2025-01-02 08:00:59,55.29,96.42,0.5342,ok
SEN-013,2025-01-13 07:00:35,70.25,103.21,0.5712,ok
SEN-008,2025-01-06 22:58:49,65.93,99.08,0.48,ok
SEN-006,01/11/2025 03:59:59,70.45,104.24,0.606,ok
SEN-009,06-01-2025 01:43:33,65.19,96.99,0.4386,ok
SEN-016,2025-01-03 01:30:36,68.72,100.99,0.544,ok
SEN-001,2025-01-12 00:44:50,62.84,102.64,0.5523,ok
SEN-025,2025-01-10 10:14:14,57.59,102.92,0.4819,ok
SEN-005,2025-01-03 17:15:20+00:00,71.14,103.74,0.6335,ok
SEN-008,2025-01-06 03:44:51,67.35,95.75,0.4694,ok
SEN-016,14-01-2025 22:29:58,67.56,102.33,0.5079,ok
SEN-014,2025-01-11 12:46:07,71.03,98.88,0.5887,ok
SEN-010,2025-01-14 00:30:53,51.42,95.72,0.5023,ok
SEN-006,2025-01-05 14:45:50,71.3,102.52,0.519,ok
SEN-018,2025-01-09T03:29:41,66.79,95.33,0.656,ok
SEN-017,2025-01-01 18:45:05,66.53,101.78,0.5418,ok
SEN-003,2025-01-04T12:46:25,71.2,95.24,0.5765,ok
SEN-007,2025-01-08 20:15:19,65.13,105.92,0.5279,ok
SEN-002,2025-01-01 11:45:11,66.58,97.04,0.4297,ok
SEN-022,2025-01-05 08:29:09,72.5,96.14,0.3604,ok
SEN-016,2025-01-13T05:29:48,68.13,101.64,0.4755,ok
SEN-016,2025-01-11 01:44:33,67.7,101.84,0.5679,ok
SEN-008,2025-01-07 14:13:35,70.84,97.56,0.4087,ok
SEN-014,2025-01-04 18:15:55,67.32,98.62,0.6258,ok
SEN-013,14-01-2025 00:46:17,68.96,102.17,0.5569,ok
SEN-001,2025-01-10 12:45:30,66.52,-,0.4982,ok
SEN-017,2025-01-08 13:15:02+00:00,69.88,101.78,0.5453,ok
SEN-023,2025-01-07 14:16:05,58.93,97.4,0.4634,ok
SEN-006,2025-01-09 06:45:08,68.49,103.69,0.4844,ok
SEN-015,2025-01-03 01:15:56+00:00,56.89,101.2,0.546,ok
SEN-017,11-01-2025 11:46:03,69.73,101.44,0.5529,ok
SEN-005,2025-01-01 04:30:50,71.51,103.12,0.5264,ok
SEN-014,2025-01-14 10:30:40,69.07,97.51,0.5895,ok
SEN-003,2025-01-14 05:14:11,66.27,97.9,0.539,ok
SEN-015,2025-01-07 12:14:10,60.67,101.89,0.5045,ok
SEN-009,2025-01-06 20:00:36,66.35,96.42,0.5274,ok
SEN-016,2025-01-08 19:28:55,68.76,102.32,0.5734,ok
SEN-019,03-01-2025 16:29:48,76.63,102.86,0.4479,ok
SEN-004,01/07/2025 11:30:31,69.51,96.51,0.5861,ok
SEN-006,2025-01-09 03:01:00,68.73,103.07,0.5054,ok
SEN-007,2025-01-05T07:15:09,69.14,103.11,0.4242,ok
SEN-015,2025-01-07 13:44:22,60.15,103.38,0.6273,ok
SEN-017,2025-01-02 03:29:01,66.51,100.82,0.5175,ok
SEN-008,09-01-2025 18:28:44,70.91,96.42,0.3965,ok
SEN-015,2025-01-12T03:16:20,57.91,102.35,0.5147,ok
SEN-009,2025-01-02 03:44:39,66.32,96.06,0.4508,ok
SEN-013,2025-01-11 04:43:31,71.46,103.14,0.4577,ok
SEN-010,2025-01-02T19:58:31,53.72,95.18,0.4242,ok
SEN-003,10-01-2025 12:45:15,69.6,97.91,0.6379,ok
SEN-008,2025-01-09 06:14:32,68.82,95.16,0.4708,ok
SEN-003,2025-01-06T12:59:49,67.31,98.84,0.5306,ok
SEN-021,01/03/2025 14:59:30,58.96,102.96,0.5765,ok
SEN-001,2025-01-09 12:46:30+00:00,65.22,101.32,0.4363,ok
SEN-007,2025-01-02 05:59:59,68.24,103.48,0.5783,ok
SEN-008,01/11/2025 10:16:21,70.6,96.19,0.4383,ok
SEN-003,01/12/2025 08:43:44,70.0,97.92,0.6017,ok
SEN-017,2025-01-12 19:14:57,65.46,100.99,0.5502,ok
SEN-024,2025-01-02 08:14:32,73.76,96.61,0.38,ok
SEN-021,2025-01-01 22:00:34,55.0,102.08,0.5502,ok
SEN-007,2025-01-07 13:16:03,70.48,103.45,0.5463, ok
SEN-005,2025-01-14 09:30:45,73.76,104.43,0.4738,ok
SEN-012,2025-01-06 01:31:08,70.66,101.95,0.4317,ok
SEN-001,01/04/2025 04:29:25,61.48,102.15,0.5281,ok
SEN-013,2025-01-12 15:28:46,72.76,102.49,0.5341,ok
SEN-001,01/01/2025 20:59:00,61.27,101.99,0.5732,ok
SEN-005,01/10/2025 00:45:37,67.08,102.84,0.5834,ok
SEN-010,2025-01-01 00:00:13,50.43,94.83,0.5548,ok
SEN-014,2025-01-03T23:45:24,65.85,98.8,0.6053,ok
SEN-025,2025-01-04T05:43:43,55.07,103.06,0.3927,ok
SEN-008,01/09/2025 10:29:42,70.57,97.59,0.4471,ok
SEN-003,2025-01-02 01:44:53,65.04,97.26,0.5143,ok
SEN-007,2025-01-14 19:15:09,65.06,103.62,0.5753,ok
SEN-008,01/12/2025 10:29:02,70.15,95.8,0.4522,ok
SEN-012,02-01-2025 17:00:53,73.11,102.71,0.4916,ok
SEN-001,2025-01-12 00:15:31,62.32,101.65,0.585,ok
SEN-008,2025-01-07T06:14:53,70.25,97.08,0.4128,ok
SEN-018,2025-01-02 18:16:19,65.92,96.03,0.4992,ok
SEN-015,2025-01-12 09:01:11,59.65,103.05,0.5782,ok
SEN-009,02-01-2025 21:45:32,65.88,97.73,0.428,ok
SEN-008,2025-01-09 22:28:37,67.32,98.26,0.4421,ok
SEN-023,2025-01-08 13:15:35,58.03,95.92,0.3767,ok
SEN-019,2025-01-02 17:13:36,74.43,104.73,0.3876,ok
SEN-023,2025-01-09 05:28:56,56.73,94.7,0.3523,ok
SEN-010,2025-01-12T03:58:48,54.64,96.99,0.4105,ok
SEN-008,2025-01-04 14:30:05,69.95,97.4,0.4164,ok
SEN-019,2025-01-10 15:44:52,75.82,104.0,0.3773,ok
SEN-025,01/07/2025 21:01:27,54.03,102.98,0.3923,ok
SEN-005,2025-01-05 21:45:04+00:00,69.85,104.09,0.5058,ok
SEN-012,01/03/2025 01:46:28,69.52,102.69,0.5342,ok
SEN-011,14-01-2025 07:30:30,68.02,100.92,0.5846,ok
SEN-018,11-01-2025 18:44:14,65.6,95.22,0.4527,ok
SEN-013,2025-01-08 16:45:05,71.02,102.54,0.5751,ok
SEN-018,2025-01-02 21:00:45,65.49,95.5,0.6498,ok
SEN-007,12-01-2025 00:13:43,65.25,102.84,0.5306,ok
SEN-001,2025-01-11 10:45:25,66.63,101.38,0.621,ok
SEN-022,2025-01-12 18:13:39,71.53,95.44,0.4056,ok
SEN-024,12-01-2025 22:29:01,72.85,97.82,0.4266,ok
SEN-018,2025-01-10 14:29:13,69.23,94.83,0.5572,ok
SEN-015,2025-01-06 02:45:52,56.11,102.92,0.6618,ok
SEN-021,2025-01-07T18:30:58,56.22,101.97,0.5396,ok
SEN-019,2025-01-09 01:45:11,73.28,105.08,0.4526,Ok
SEN-021,2025-01-12T02:45:36,54.13,101.87,0.4386,ok
SEN-017,2025-01-04 13:14:05,70.63,102.77,0.4959,ok
SEN-012,04-01-2025 11:16:24,74.86,103.0,0.5505,ok
SEN-022,2025-01-13 18:00:31,71.95,94.17,0.3499,ok
SEN-015,2025-01-03 08:30:26,56.15,102.26,0.5502,ok
SEN-011,04-01-2025 09:15:49,69.53,98.4,0.5528,ok
SEN-011,2025-01-06 23:01:21,68.04,98.28,0.599,ok
SEN-003,2025-01-14T15:00:44,70.7,97.06,0.5173,ok
SEN-015,2025-01-06 22:30:25,56.16,102.18,0.5752,ok
SEN-024,2025-01-03T08:00:07,71.73,97.15,0.3449,ok
SEN-024,07-01-2025 01:13:33,70.16,97.97,0.4513,ok
SEN-022,2025-01-07 04:45:38+00:00,70.26,95.13,0.4883,ok
SEN-023,2025-01-08 08:45:14,58.45,95.26,0.3841,ok
SEN-025,2025-01-02 01:14:24,55.12,102.74,0.3657,ok
SEN-015,2025-01-06 12:43:34,58.13,101.7,0.5163,ok 
SEN-012,2025-01-13 21:14:35+00:00,68.35,103.07,0.4344,ok
SEN-015,2025-01-13T20:44:30,57.9,101.61,0.5954,ok
SEN-006,01/01/2025 14:44:30,70.97,103.56,0.5931,ok
SEN-015,2025-01-01 23:59:35,54.48,103.28,0.4503,ok
SEN-025,2025-01-09 05:59:22,57.31,103.85,0.4195,ok
SEN-017,2025-01-08 15:14:47,68.08,101.6,0.5009,ok
SEN-003,04-01-2025 11:29:37,69.95,97.47,0.4861,ok
SEN-019,2025-01-03 19:28:52,73.34,104.64,0.3849,ok
SEN-009,2025-01-05 23:59:21+00:00,65.59,95.97,0.5645,ok
SEN-008,2025-01-14T07:45:34,71.52,98.73,0.4538,ok
SEN-018,2025-01-02 04:45:06+00:00,67.58,94.73,0.6358,ok
SEN-017,2025-01-14 04:59:04,64.94,100.87,0.4855,ok
SEN-008,2025-01-02 12:14:06,71.28,97.47,0.4286,ok
SEN-024,01/02/2025 09:29:47,73.71,97.49,0.4413,ok
SEN-012,2025-01-01T08:16:15,74.74,103.68,0.595,ok
SEN-003,2025-01-11 06:14:44,66.71,97.77,0.6841,ok
SEN-019,01/01/2025 00:15:30,70.91,104.18,0.3991,ok
SEN-017,2025-01-13 02:15:19,66.87,101.96,0.4757,ok
SEN-010,2025-01-07T18:28:35,54.3,96.19,0.5364,ok
SEN-004,12/31/2024 23:59:10,64.63,98.52,0.6044,ok
SEN-008,01/06/2025 19:58:42,67.89,97.23,0.4841,ok
SEN-010,2025-01-13 22:59:32,51.67,94.98,0.526,ok
SEN-010,2025-01-14 19:44:51,51.97,95.83,0.52,ok
SEN-015,2025-01-05 04:29:04,57.18,102.51,0.4958,ok
SEN-019,2025-01-12 23:44:33,72.11,105.6,0.464,ok
SEN-014,2025-01-02T15:14:17,66.85,97.57,0.6015,ok
SEN-023,2025-01-03 22:44:57,52.84,94.46,0.4035,ok
SEN-025,13-01-2025 19:59:18,55.9,102.87,0.4349,ok
SEN-013,07-01-2025 06:14:14,71.24,102.38,0.5534,ok
SEN-005,2025-01-04 02:29:04,69.06,102.79,0.5595,ok
SEN-014,2025-01-12 03:29:09,67.01,99.75,0.6378,ok
SEN-011,2025-01-10 11:14:13,69.66,98.43,0.6079,ok
SEN-010,2025-01-06 11:59:44,54.48,95.82,0.5023,ok
SEN-008,2025-01-06 05:13:54,67.61,96.29,0.5206,ok
SEN-009,2025-01-12T11:58:40,66.53,95.42,0.4578,ok
SEN-005,2025-01-08T22:46:22,69.85,103.52,0.6037,ok
SEN-021,02-01-2025 14:46:24,58.59,101.29,0.6139,ok
SEN-010,01/08/2025 22:00:19,51.99,95.06,0.4361,ok
SEN-013,2025-01-14T23:15:13,68.67,100.88,0.5549,ok
SEN-002,2025-01-04 20:59:50,60.25,96.5,0.4734,ok
SEN-015,06-01-2025 21:15:35,56.67,101.87,0.4839,ok
SEN-005,2025-01-03 00:15:39,67.18,103.38,0.531,ok
SEN-008,01/06/2025 07:00:22,68.23,97.92,0.3716,ok
SEN-015,2025-01-10 12:01:21+00:00,59.66,102.37,0.5241,ok
SEN-015,2025-01-14 01:16:27,54.78,102.87,0.6348,ok
SEN-006,2025-01-02T16:13:41,72.93,103.39,0.4515,ok
SEN-011,2025-01-01 10:59:40,71.54,97.76,0.5858,ok
SEN-010,01/10/2025 13:59:14,57.31,94.08,0.3803,ok
SEN-014,2025-01-10T11:15:53,67.71,98.68,0.5463,ok
SEN-020,06-01-2025 00:13:52,64.58,104.07,0.4775,ok
SEN-023,2025-01-06T14:30:38,56.62,96.17,0.4768,ok
SEN-022,2025-01-06 21:44:36+00:00,70.08,95.17,0.3666,ok
SEN-010,2025-01-03T14:14:49,55.89,95.04,0.476,ok
SEN-015,2025-01-06 05:45:07,56.82,102.44,0.4617,ok
SEN-008,2025-01-01T15:15:14,69.02,97.28,0.3881,ok
SEN-006,2025-01-13T11:46:26,73.49,103.53,0.5073,ok
SEN-016,2025-01-01 15:44:19,69.81,102.37,0.5927,ok
SEN-014,2025-01-05 17:13:32,65.65,98.5,0.6406,ok
SEN-014,2025-01-12 01:13:53,64.59,99.7,0.495,ok
SEN-008,2025-01-01 02:14:41,68.37,97.7,0.4551, ok
SEN-011,2025-01-10 02:14:51,67.78,99.45,0.6124,ok
SEN-024,2025-01-09 03:46:30,71.96,96.56,0.4743,ok
SEN-005,01/06/2025 00:45:15,69.29,103.19,0.4933,ok
SEN-007,2025-01-05 13:14:46,67.53,103.27,0.5026,ok
SEN-008,2025-01-08 06:31:23,70.46,96.7,0.3861,ok
SEN-025,2025-01-05T13:00:03,57.18,102.45,0.4707,ok
SEN-006,2025-01-14 01:59:09,68.42,103.05,0.4767,ok
SEN-017,2025-01-05 19:44:24,65.05,100.76,0.6416,ok
SEN-015,2025-01-04T10:01:22,60.58,102.35,0.5716,ok
SEN-007,2025-01-05 10:30:48,68.49,103.52,0.5605,ok
SEN-010,2025-01-04 12:46:08,56.95,95.21,0.4066,ok
SEN-011,01/01/2025 08:14:45,69.33,98.57,0.5798,ok
SEN-015,2025-01-05T06:45:08,58.69,103.87,0.5414,ok
SEN-020,01/03/2025 17:00:53,67.12,104.23,0.4176,ok
SEN-009,2025-01-11 18:15:30,64.18,98.39,0.444,WARNING
SEN-019,2025-01-05T01:59:59,73.05,104.49,0.4355,ok
SEN-006,2025-01-14 15:44:20,69.7,103.71,0.5764,ok
SEN-016,2025-01-07T00:46:17,67.51,102.0,0.5278,ok
SEN-011,2025-01-07 10:00:42,69.16,98.53,0.5983,ok
SEN-014,01/13/2025 15:59:40,68.59,98.77,0.6343,ok
SEN-025,2025-01-04 18:31:30,55.29,103.29,0.4927,ok
SEN-018,05-01-2025 11:46:13,69.82,94.28,0.5921,ok
SEN-009,12-01-2025 14:45:18,65.59,97.27,0.4905,ok
SEN-007,2025-01-08 09:15:16,69.95,103.39,0.6313,ok
SEN-014,2025-01-13 03:13:42,68.01,99.87,0.5827,ok
SEN-010,2025-01-06 14:59:52,55.05,95.88,0.4682,ok
SEN-014,2025-01-09 20:45:31,66.36,98.55,0.649,ok
SEN-025,2025-01-11 19:59:10,53.72,102.97,0.508,ok
SEN-024,2025-01-13 09:58:39,73.55,96.94,0.4949,ok
SEN-025,2025-01-03 18:44:59,57.39,103.65,0.3937,ok
SEN-004,2025-01-02 18:29:04,65.54,98.0,0.5727,ok
SEN-007,01/12/2025 08:46:03,68.35,104.68,0.5941,ok
SEN-025,2025-01-12 22:13:53,55.94,103.56,0.3918,ok
SEN-024,01/10/2025 12:15:28,76.09,97.36,0.399,ok
SEN-024,12-01-2025 03:00:50,72.56,97.5,0.4194,ok
SEN-019,01/03/2025 18:29:15,73.83,103.43,0.5374,ok
SEN-011,2025-01-13 06:44:27,69.13,99.09,0.5328,ok
SEN-006,2025-01-01 04:28:58,71.02,102.72,0.5549,ok
SEN-004,2025-01-01T14:30:01,69.41,96.83,0.6036,ok
SEN-009,2025-01-05 14:16:21,65.88,96.42,0.4294,ok
SEN-019,2025-01-05 03:14:32,74.17,104.25,0.5088,ok
SEN-008,01/01/2025 01:45:05,68.73,97.4,0.5449,ok
SEN-009,01/05/2025 12:01:08,66.79,95.66,0.547,ok
SEN-001,07-01-2025 10:16:00,65.98,102.05,0.5565,ok
SEN-005,2025-01-14 04:44:27,71.46,103.03,0.5901,ok
SEN-016,2025-01-07 04:30:28,67.87,101.57,0.6219,ok
SEN-013,2025-01-04 17:00:41,72.09,102.45,0.5257,ok
SEN-023,2025-01-02 18:00:08,56.38,94.62,0.4674,ok
SEN-022,2025-01-02 00:59:13,69.94,96.02,0.389,ok
SEN-012,2025-01-13 00:13:52,68.73,101.96,0.4712,ok
SEN-022,2025-01-14T21:14:53,68.55,94.71,0.4815,ok
SEN-020,2025-01-09 08:14:24,66.29,104.71,0.4702,ok
SEN-016,2025-01-01 19:59:57+00:00,68.82,102.49,0.5976,ok
SEN-010,12-01-2025 13:00:54,54.48,93.43,0.4063,ok
SEN-004,2025-01-11 02:01:22,63.99,97.85,0.5458,ok
SEN-001,2025-01-04 22:31:27,60.82,102.17,0.5421,ok
SEN-012,2025-01-12 23:00:48,70.18,103.59,0.5156,ok
SEN-011,2025-01-03 19:44:27,68.97,100.57,0.6126,ok
SEN-003,2025-01-07 09:28:41,67.72,98.36,0.6296,ok
SEN-009,01/09/2025 09:00:22,65.93,97.21,0.4648,ok
SEN-022,01/12/2025 22:14:10,70.96,96.34,0.4698,ok
SEN-013,01/03/2025 12:13:46,74.98,102.68,0.5357,ok
SEN-015,2025-01-11T05:13:41,56.92,103.3,0.4889,ok
SEN-021,2025-01-05T04:01:06,54.57,101.23,0.5514,ok
SEN-023,2025-01-03 17:28:56,57.55,94.41,0.4509,ok
SEN-020,03-01-2025 21:58:48,64.0,103.95,0.4033,ok
SEN-003,2025-01-07 00:13:53+00:00,67.32,98.63,0.5391,ok
SEN-010,01/07/2025 13:46:29,57.98,95.64,0.4408,ok
SEN-012,2025-01-02 12:43:58,72.48,103.4,0.4321,ok
SEN-024,2025-01-14 16:59:58,71.26,95.79,0.3687,ok
SEN-021,2025-01-02 09:44:48+00:00,59.32,103.27,0.5235,ok
SEN-009,2025-01-05 19:46:28,65.09,97.72,0.4684,ok
SEN-014,2025-01-03 19:00:55,67.84,97.81,0.5897,ok
SEN-008,02-01-2025 08:46:07,69.97,96.85,0.3692,ok
SEN-009,10-01-2025 15:15:45,68.59,96.65,0.5397,ok
SEN-003,2025-01-04 09:45:02,69.71,98.32,0.5515,ok
SEN-024,2025-01-10 22:13:45,69.24,97.83,0.3987,ok
SEN-020,01/02/2025 17:45:05,66.19,104.24,0.4205,ok
SEN-011,2025-01-08T16:29:19,69.1,99.1,0.5295,ok
SEN-012,2025-01-08 02:58:57,70.86,104.11,0.5035,ok
SEN-001,2025-01-03 06:46:25,62.26,102.64,0.4735,ok
SEN-006,2025-01-06 12:13:58,73.03,103.52,0.5619,ok
SEN-010,2025-01-04 11:01:23,57.07,96.1,0.5004,ok
SEN-021,2025-01-13 10:28:41,58.36,102.01,0.5949,ok
SEN-014,2025-01-06 19:00:23+00:00,67.28,97.89,0.5923,ok
SEN-002,2025-01-13 12:15:37,65.27,97.34,0.5108,ok
SEN-001,13-01-2025 20:59:49,62.27,101.98,0.5257,ok
SEN-025,2025-01-08 06:43:58,57.61,102.49,0.4054,ok
SEN-012,2025-01-13 11:44:32+00:00,73.31,100.72,0.5568,ok
SEN-016,09-01-2025 13:59:13,71.58,101.66,0.6635,ok
SEN-007,2025-01-13 10:00:05,67.52,104.78,0.5793,ok
SEN-013,2025-01-07 03:15:32,69.42,103.95,0.5822,ok
SEN-009,2025-01-10 21:00:48,63.11,97.0,0.4727,ok
SEN-007,14-01-2025 08:58:46,69.45,103.11,0.6432,ok
SEN-001,02-01-2025 05:31:22,64.95,102.54,0.5833,ok
SEN-015,2025-01-08 08:43:54,60.27,103.81,0.575,ok
SEN-001,04-01-2025 04:00:40,61.87,102.11,0.541,ok
SEN-019,13-01-2025 01:45:49,71.21,104.29,0.3236,ok
SEN-014,2025-01-04 03:01:05,63.79,98.25,0.5847,ok
SEN-021,2025-01-14 09:16:20,55.05,100.46,0.5437,ok
SEN-001,2025-01-14T06:16:16,64.68,102.97,0.3867,ok
SEN-018,2025-01-08 21:29:50,64.05,95.29,0.6142,ok
SEN-016,2025-01-05 01:45:58,68.92,101.8,0.5563,ok
SEN-024,2025-01-13 13:15:01,76.47,97.22,0.396,ok
SEN-020,01/12/2025 16:14:17,66.29,105.31,0.3743,ok
SEN-023,2025-01-14 06:00:05,54.42,95.28,0.4433,ok
SEN-020,2025-01-04 01:29:58,62.56,104.54,0.478,ok
SEN-020,2025-01-03 05:31:30,64.34,105.18,0.3984,ok
SEN-001,2025-01-09 13:14:00,64.9,103.77,0.5428,ok
SEN-015,2025-01-05 13:31:01,57.66,101.87,0.606,ok
SEN-021,2025-01-05 08:30:54,56.9,101.99,0.5119,ok
SEN-022,2025-01-12 12:01:13,71.95,94.43,0.3746,ok
SEN-014,01/01/2025 09:30:09,68.21,99.5,0.6082,ok
SEN-002,2025-01-11 06:59:34,64.73,97.79,0.3907,ok
SEN-022,2025-01-13 23:29:04,67.12,96.82,0.4564,ok
SEN-021,2025-01-14T12:45:04,60.0,101.94,0.6118,ok
SEN-004,05-01-2025 02:00:54,64.03,97.06,0.5218,ok
SEN-018,2025-01-02 14:44:36,67.89,94.18,0.5904,ok
SEN-020,2025-01-05 05:59:33,66.96,105.3,0.5081,ok
SEN-001,2025-01-10 18:44:17,63.39,102.35,0.5914,ok
SEN-022,2025-01-12 21:46:24,70.42,96.38,0.435,ok
SEN-009,2025-01-02 05:14:43,66.8,96.24,0.4682,ok
SEN-023,2025-01-09 22:00:05,55.74,96.26,0.4882,ok
SEN-020,01/09/2025 19:28:36,66.31,106.0,0.4567,ok
SEN-017,2025-01-12T06:45:42,69.05,101.34,0.5581,ok
SEN-016,2025-01-14 19:30:06,68.31,101.78,0.4727,ok
SEN-015,2025-01-13 09:31:04,57.9,102.53,0.5878,ok
SEN-017,2025-01-07 11:14:11,68.04,101.57,0.5432,ok
SEN-018,06-01-2025 23:46:15,66.97,95.24,0.6589,ok
SEN-014,2025-01-03 05:01:11,66.66,98.21,0.6315,ok
SEN-009,2025-01-13 12:44:25,67.55,97.08,0.473,ok
SEN-025,2025-01-03 11:01:26,57.47,103.65,0.4308,ok
SEN-015,12-01-2025 13:45:45,57.58,103.54,0.5389,ok
SEN-001,13-01-2025 01:14:49,63.17,103.26,0.4967,ok
SEN-003,2025-01-05 14:58:48,68.94,98.48,0.5838,ok
SEN-015,2025-01-14 05:15:27,56.08,102.25,0.5577,ok
SEN-016,2025-01-06 22:44:42,68.28,102.49,0.5123,ok
SEN-017,2025-01-13 03:43:37,67.52,100.6,0.4826,ok
SEN-023,2025-01-08 22:13:32,54.07,95.26,0.2947,ok
SEN-019,2025-01-09 06:15:07,72.54,105.35,0.3246,ok
SEN-010,2025-01-10 19:30:43,54.04,94.91,0.4708,ok
SEN-003,2025-01-10 23:15:18,65.58,99.71,0.577,ok
SEN-016,2025-01-08 12:29:52,71.45,102.13,0.5494,ok
SEN-010,2025-01-13 21:44:09,52.55,94.78,0.4132,ok
SEN-006,2025-01-13 05:00:49,69.01,103.64,0.6394,ok
SEN-024,2025-01-09T00:00:35,73.06,96.63,0.3989,ok
SEN-010,2025-01-04 17:45:14,54.17,93.82,0.4667,ok
SEN-016,2025-01-01 02:14:29,67.27,102.49,0.6598,ok
SEN-004,2025-01-05 22:01:08,64.88,97.33,0.5354,ok
SEN-018,2025-01-08 01:00:34,64.64,95.19,0.5741,ok
SEN-016,01/05/2025 16:58:42,70.13,102.2,0.5129,ok
SEN-020,2025-01-07 13:01:03,68.81,104.97,0.4667,ok
SEN-011,2025-01-11 05:58:32,66.65,99.95,0.6844,ok
SEN-022,2025-01-14 18:15:02,68.99,96.74,0.3469,ok
SEN-001,2025-01-12 09:46:25,65.08,102.51,0.4394,ok
SEN-023,2025-01-08 21:29:25,53.37,95.97,0.4205,ok
SEN-010,2025-01-07 00:00:14,51.75,94.82,0.4746,ok
SEN-020,2025-01-11 03:16:12,63.18,104.29,0.49,ok
SEN-025,2025-01-06T04:00:27,55.2,102.82,0.4411,ok
SEN-007,2025-01-12 04:16:11,67.73,103.39,0.5922,ok
SEN-020,11-01-2025 06:15:32,66.99,103.17,0.3964,ok
SEN-023,2025-01-03T16:01:01,58.34,95.35,0.4042,ok
SEN-014,01/05/2025 10:43:52,70.28,97.21,0.5731,ok
SEN-006,2025-01-14 11:44:10,72.67,104.13,0.4629,ok
SEN-011,2025-01-05 13:28:49,70.96,98.84,0.4932,ok
SEN-014,2025-01-09T17:29:47,66.75,97.91,0.6105,ok
SEN-015,03-01-2025 13:30:24,59.02,102.73,0.516,ok
SEN-025,2025-01-09T15:43:35,56.43,104.13,0.4275,ok
SEN-017,2025-01-12T04:16:14,67.17,100.3,0.6336,ok
SEN-020,2025-01-05 06:29:04,67.28,104.34,0.4349,ok
SEN-009,01/14/2025 02:13:43,62.39,96.69,0.5166,ok
SEN-016,2025-01-02 12:13:50,70.34,101.08,0.52,ok
SEN-022,2025-01-03 03:58:52,69.52,95.62,0.4782,ok
SEN-014,2025-01-07 11:00:32,68.61,98.63,0.5036,ok
SEN-003,01/10/2025 08:29:40,67.34,97.97,0.5926,ok
SEN-018,2025-01-01 17:30:14,67.18,95.98,0.623,ok
SEN-009,2025-01-13 22:30:50,63.12,96.48,0.4532,ok
SEN-025,2025-01-12 03:44:29,56.21,103.52,0.3859,ok
SEN-021,2025-01-09T07:14:26,58.21,101.58,0.5776,ok
SEN-022,2025-01-03 12:45:41,73.95,95.99,0.4235,ok
SEN-006,2025-01-09 20:15:29,69.38,102.22,0.492,ok
SEN-020,03-01-2025 23:31:11,62.58,102.95,0.5112,ok
SEN-025,01/06/2025 06:14:58,56.14,103.05,0.463,ok
SEN-013,2025-01-05 07:30:46,73.02,102.14,0.4732,ok
SEN-016,2025-01-12 22:16:18,70.11,102.07,0.5347,ok
SEN-024,2025-01-09 20:00:43,72.69,97.77,0.3574,ok
SEN-007,2025-01-13T19:00:29,67.49,103.48,0.5387,ok
SEN-016,2025-01-02 21:00:24,69.72,102.77,0.5231,ok
SEN-023,2025-01-10 23:29:15,52.25,96.86,0.3846,ok
SEN-003,2025-01-07 15:30:42,70.73,97.4,0.6075,ok
SEN-007,2025-01-02 10:31:09,67.54,102.36,0.5967,ok
SEN-011,2025-01-07 14:30:05,70.83,98.73,0.6274,ok
SEN-025,01/11/2025 00:16:14,52.39,102.98,0.3866,ok
SEN-007,11-01-2025 15:15:00,66.95,101.95,0.5576,ok
SEN-025,06-01-2025 09:58:38,56.88,102.59,0.4395,ok
SEN-016,2025-01-09 16:29:10,71.98,101.77,0.5475,error
SEN-001,2025-01-04 16:15:11,64.94,102.07,0.4758,ok
SEN-022,2025-01-01 07:44:45,73.77,96.19,0.4026,ok
SEN-018,01/07/2025 00:30:21,66.44,94.37,0.6507,ok
SEN-012,14-01-2025 06:31:24,72.47,103.32,0.4113,ok
SEN-011,02-01-2025 21:29:56,67.26,99.32,0.6492,ok
SEN-023,09-01-2025 10:13:38,56.2,95.71,0.375,ok
SEN-014,2025-01-12 02:13:59,65.05,98.53,0.6093,ok
SEN-018,2025-01-01 16:00:27,69.01,96.34,0.5681,ok
SEN-007,2025-01-09 09:59:41,67.03,105.11,0.6095,ok
SEN-016,02-01-2025 03:44:18,70.16,102.12,0.4703,ok
SEN-017,2025-01-13 18:30:33,68.07,101.58,0.5205,ok
SEN-023,2025-01-03T01:15:23,55.07,96.12,0.4468,ok
SEN-013,2025-01-07 08:46:03,74.06,101.76,0.6135,ok
SEN-011,2025-01-07 14:44:16,71.72,98.84,0.6023,ok
SEN-002,01/06/2025 22:44:10,61.46,97.15,0.5119,ok
SEN-022,2025-01-13 06:59:35,69.87,96.3,0.3767,ok
SEN-006,2025-01-11 20:15:44,70.26,103.33,0.5362,ok
SEN-006,2025-01-05 16:29:13,72.0,105.06,0.5407,ok
SEN-010,2025-01-05 16:59:23,53.12,95.17,0.4987,ok
