sub_id,user_id,Plan,Price ($/mo),Start,End,Payment Method,Canceled
S000247,U00172,standard,13.99,11/12/2024,2025-03-31,credit_card,N
S001378,U00994,premium,17.99,2024-03-01,,google_pay,FALSE
S001606,U01164,premium,17.99,2024-04-13,2025-03-31,google_pay,false
S000797,U00578,standard,13.99,2023-03-30,,google_pay,N
S001040,U00749,standard,13.99,2024-11-29,,apple_pay,no
S000787,U00572,premium,17.99,06/04/2024,08/12/2024,google_pay,FALSE
S001263,U00913,premium,17.99,2022-07-21,"Oct 28, 2022",google_pay,no
S001830,U01317,basic,8.99,09/12/2022,,credit_card,no
S000869,U00624,premium,17.99,2024-09-05,03/31/2025,apple_pay,0
S000189,U00127,basic,8.99,2022-09-20,,google_pay,false
S000150,U00101,premium,17.99,2024-10-18,2025-03-16,apple_pay,no
S001614,U01169,standard,13.99,2024-12-18,,paypal,0
S000942,U00675,basic,8.99,2022-09-10,,apple_pay,false
S000121,U00078,standard,13.99,2024-06-12,,google_pay,FALSE
S000995,U00714,premium,17.99,2022-05-29,,paypal,N
S000178,U00119,premium,17.99,2025-03-09,,paypal,no
S000228,U00158,standard,13.99,2022-03-11,2022-08-30,apple_pay,TRUE
S001328,U00960,basic,8.99,2023-07-10,,credit_card,no
S000859,U00617,premium,17.99,03/26/2022,,apple_pay,N
S000181,U00121,premium,17.99,2024-12-17,,paypal,N
S001683,U01222,basic,8.99,2024-01-27,,apple_pay,N
S002028,U01470,premium,17.99,2024-04-04,2024-06-30,credit_card,no
S000252,U00177,standard,13.99,2024-03-13,,apple_pay,no
S001510,U01096,standard,13.99,2023-01-19,2023-09-10,google_pay,Y
S000318,U00226,basic,8.99,09-10-2024,03/31/2025,apple_pay,FALSE
S000372,U00269,basic,8.99,01/19/2024,,paypal,FALSE
S000600,U00436,basic,8.99,2025-01-10,,google_pay,N
S000417,U00299,standard,13.99,2024-04-11,,google_pay,false
S001095,U00789,standard,13.99,09-05-2024,,apple_pay,FALSE
S000870,U00625,premium,17.99,2023-02-27,2023-12-13,apple_pay,1
S000059,U00041,basic,8.99,2024-08-17,,paypal,FALSE
S001725,U01249,basic,8.99,2022-10-10,,paypal,no
S001303,U00943,standard,13.99,2024-10-12,,credit_card,no
S000902,U00649,premium,17.99,2022-08-21,2023-12-15,paypal,Y
S001029,U00740,standard,13.99,"Mar 21, 2024",21-01-2025,apple_pay,N
S001944,U01403,basic,8.99,2024-05-28,,google_pay,false
S000506,U00369,premium,17.99,06/18/2023,,apple_pay,false
S002057,U01488,premium,17.99,2024-02-04,,apple_pay,false
S001851,U01334,basic,8.99,2024-09-07,09-01-2025,paypal,TRUE
S001284,U00929,basic,8.99,18-05-2022,2022-09-16,credit_card,N
S001437,U01041,standard,13.99,21-05-2024,,google_pay,no
S000979,U00701,basic,8.99,2022-12-08,,paypal,false
S000519,U00377,premium,17.99,17-04-2024,2024-09-28,paypal,FALSE
S001987,U01439,standard,13.99,2022-01-18,2022-05-10,google_pay,Y
S001928,U01392,premium,17.99,"Mar 13, 2022",,paypal,N
S001285,U00929,basic,8.99,2022-09-21,"Feb 15, 2023",credit_card,0
S000432,U00313,basic,8.99,06/14/2023,,credit_card,N
S001981,U01434,basic,8.99,2024-01-09,06/10/2024,google_pay,FALSE
S000137,U00091,standard,13.99,"Apr 13, 2023",2024-05-01,apple_pay,false
S001677,U01219,basic,8.99,2024-02-23,2024-11-13,credit_card,0
S001220,U00880,standard,13.99,09/27/2023,,paypal,N
S000908,U00653,basic,8.99,2023-04-25,2023-06-25,credit_card,false
S000450,U00326,basic,8.99,"Apr 12, 2024",,paypal,0
S001065,U00769,standard,13.99,"Jan 22, 2022",2022-10-01,apple_pay,0
S000981,U00702,premium,17.99,2025-03-10,,apple_pay,FALSE
S001776,U01283,premium,17.99,2023-07-02,2024-06-22,apple_pay,FALSE
S001880,U01354,basic,8.99,2023-07-20,,paypal,0
S001793,U01293,basic,8.99,02/13/2025,2025-03-16,credit_card,true
S001326,U00959,basic,8.99,10-07-2022,2022-09-30,credit_card,FALSE
S002026,U01468,standard,13.99,2024-08-07,2025-03-31,paypal,0
S001591,U01155,standard,13.99,2024-01-31,2024-10-09,google_pay,0
S000321,U00229,premium,17.99,2023-03-15,2023-10-25,credit_card,false
S001620,U01174,premium,17.99,2022-11-22,,credit_card,false
S001214,U00876,basic,8.99,08/17/2022,2023-05-01,apple_pay,N
S000144,U00096,premium,17.99,"Feb 10, 2024",,apple_pay,no
S001864,U01342,standard,13.99,2022-02-14,,apple_pay,N
S000988,U00708,premium,17.99,2023-12-06,,paypal,0
S000825,U00594,basic,8.99,01/02/2022,,google_pay,0
S000034,U00023,basic,8.99,2022-04-07,,google_pay,FALSE
S001778,U01284,premium,17.99,2024-10-10,2025-03-31,credit_card,N
S000798,U00579,standard,13.99,2024-03-07,2025-03-01,paypal,false
S000393,U00285,standard,13.99,2022-02-17,2022-09-21,paypal,FALSE
S001911,U01378,standard,13.99,31-03-2023,"Jan 09, 2024",credit_card,TRUE
S001536,U01116,standard,13.99,05-07-2024,,credit_card,N
S000223,U00153,basic,8.99,13-10-2024,,google_pay,0
S001438,U01042,basic,8.99,"Dec 08, 2022",09-08-2023,credit_card,false
S000771,U00561,premium,17.99,2024-06-16,2024-08-31,paypal,Y
S000782,U00568,basic,8.99,2024-09-19,2024-12-29,credit_card,FALSE
S000953,U00682,standard,13.99,2023-10-23,,credit_card,no
S000884,U00635,basic,8.99,"Mar 18, 2023",,apple_pay,false
S001204,U00869,basic,8.99,10/26/2023,01/02/2024,credit_card,false
S000747,U00543,basic,8.99,2023-10-24,,google_pay,false
S000203,U00141,standard,13.99,"Oct 06, 2023",,apple_pay,0
S000375,U00271,premium,17.99,2022-07-11,,google_pay,no
S001053,U00758,standard,13.99,2022-12-04,14-04-2023,apple_pay,FALSE
S000325,U00231,standard,13.99,2024-08-03,,paypal,no
S000950,U00681,standard,13.99,2022-12-14,"Aug 06, 2023",paypal,0
S000643,U00468,standard,13.99,2024-09-19,2025-03-31,google_pay,no
S001187,U00860,basic,8.99,2023-03-27,"Mar 18, 2024",credit_card,N
S001601,U01161,premium,17.99,14-01-2023,,credit_card,false
S001592,U01155,standard,13.99,2024-11-08,,google_pay,false
S001405,U01015,premium,17.99,2024-10-07,,google_pay,N
S000441,U00320,basic,8.99,2024-03-03,,credit_card,0
S000021,U00013,premium,17.99,07/08/2023,"Apr 11, 2024",paypal,FALSE
S001269,U00916,basic,8.99,2023-06-28,,google_pay,no
S001823,U01313,standard,13.99,2022-10-07,,credit_card,0
S001452,U01051,premium,17.99,2024-08-03,,google_pay,N
S000063,U00045,basic,8.99,12/28/2022,2023-04-17,apple_pay,yes
S001856,U01337,basic,8.99,2022-12-06,,apple_pay,0
S001107,U00798,premium,17.99,2025-02-18,2025-03-30,paypal,TRUE
S001524,U01108,standard,13.99,02/01/2024,12/11/2024,apple_pay,N
S000706,U00514,basic,8.99,2024-06-22,,apple_pay,FALSE
S000844,U00606,basic,8.99,2023-06-09,,apple_pay,N
S001152,U00832,standard,13.99,2024-03-28,,credit_card,no
S001528,U01110,standard,13.99,"Dec 12, 2023",,apple_pay,false
S000174,U00118,premium,17.99,"Jun 22, 2023",2024-04-25,credit_card,false
S000096,U00064,basic,8.99,05/30/2024,2024-10-23,credit_card,Y
S001118,U00805,standard,13.99,"Jan 18, 2024",,apple_pay,no
S001321,U00955,basic,8.99,16-03-2025,03/31/2025,google_pay,true
S001559,U01131,basic,8.99,2025-03-02,,paypal,0
S000080,U00054,standard,13.99,06/19/2024,,credit_card,0
S001795,U01295,standard,13.99,08/05/2022,09-11-2022,google_pay,false
S000258,U00183,premium,17.99,2024-01-13,,google_pay,false
S000280,U00200,standard,13.99,07-10-2023,"Aug 07, 2024",apple_pay,yes
S000536,U00388,basic,8.99,2023-04-28,,credit_card,N
S000253,U00178,standard,13.99,"Feb 16, 2024",,google_pay,N
S000401,U00288,standard,13.99,2023-02-04,,apple_pay,N
S001515,U01100,premium,17.99,16-06-2024,,credit_card,FALSE
S000139,U00092,premium,17.99,"Oct 24, 2024",03/31/2025,google_pay,false
S001310,U00949,premium,17.99,2024-11-27,2025-03-31,paypal,false
S000713,U00519,premium,17.99,2024-11-16,,google_pay,N
S001279,U00925,basic,8.99,2024-06-03,,google_pay,0
S000422,U00304,premium,17.99,2024-12-31,,google_pay,0
S000524,U00381,standard,13.99,10/19/2022,,credit_card,false
S000987,U00707,standard,13.99,12/03/2024,31-03-2025,apple_pay,false
S000390,U00282,standard,13.99,21-02-2022,,apple_pay,false
S001339,U00966,premium,17.99,2025-03-25,,credit_card,0
S000402,U00289,premium,17.99,2023-04-02,,apple_pay,false
S001041,U00750,standard,13.99,03/15/2022,,paypal,no
S001032,U00742,basic,8.99,2023-04-19,,apple_pay,false
S000742,U00539,premium,17.99,2023-07-03,,google_pay,0
S000268,U00192,standard,13.99,2024-11-06,,paypal,N
S000997,U00716,premium,17.99,2024-11-23,03/02/2025,paypal,1
S001002,U00721,standard,13.99,2024-04-15,"Oct 21, 2024",credit_card,false
S001403,U01013,premium,17.99,2023-09-10,2024-09-06,google_pay,Y
S001338,U00966,premium,17.99,2024-09-01,2025-03-25,credit_card,false
S000951,U00681,standard,13.99,2023-08-25,2024-02-29,paypal,0
S001470,U01066,standard,13.99,06/15/2024,,credit_card,no
S000357,U00256,standard,13.99,"Jan 05, 2023",,paypal,no
S000442,U00321,premium,17.99,2024-05-06,,google_pay,false
S001552,U01128,basic,8.99,21-01-2024,2024-11-04,credit_card,false
S002018,U01461,basic,8.99,2024-08-03,2025-03-31,apple_pay,false
S000289,U00209,premium,17.99,"May 04, 2023",,credit_card,false
S001815,U01308,standard,13.99,09/12/2024,,credit_card,N
S002051,U01485,basic,8.99,"Feb 14, 2024","Oct 06, 2024",google_pay,0
S001159,U00839,standard,13.99,08/29/2022,03/15/2023,credit_card,yes
S000768,U00560,premium,17.99,2022-11-12,11/12/2023,paypal,no
S000081,U00055,basic,8.99,2024-11-21,03/31/2025,google_pay,N
S002013,U01458,premium,17.99,03/18/2022,2023-01-22,paypal,FALSE
S001657,U01204,premium,17.99,06/28/2022,"Aug 28, 2023",paypal,true
S001842,U01327,basic,8.99,18-11-2024,,google_pay,0
S001543,U01120,premium,17.99,"Dec 20, 2024",,paypal,false
S000898,U00646,premium,17.99,2023-11-20,2024-02-19,credit_card,false
S000185,U00124,premium,17.99,2023-01-13,2024-01-14,paypal,true
S001996,U01447,standard,13.99,2023-07-01,2023-10-21,google_pay,0
S001732,U01254,premium,17.99,2024-03-19,2024-06-23,credit_card,FALSE
S000892,U00641,premium,17.99,2023-07-19,,google_pay,false
S001430,U01035,basic,8.99,26-07-2023,,google_pay,false
S000287,U00207,standard,13.99,2024-04-26,2025-03-31,paypal,false
S000634,U00463,standard,13.99,"Nov 27, 2022",2023-01-29,apple_pay,no
S001059,U00763,premium,17.99,09/16/2024,2025-03-31,google_pay,N
S000723,U00526,basic,8.99,08/11/2024,31-03-2025,paypal,FALSE
S000677,U00493,premium,17.99,2022-12-06,,credit_card,0
S001841,U01326,standard,13.99,2024-07-15,2025-03-31,apple_pay,FALSE
S000227,U00157,premium,17.99,"Jul 20, 2024",,google_pay,false
S001076,U00774,standard,13.99,2025-01-15,08-03-2025,apple_pay,yes
S000583,U00424,premium,17.99,2023-01-27,06-10-2023,paypal,0
S001380,U00996,premium,17.99,2024-11-06,,credit_card,no
S001844,U01329,premium,17.99,12-07-2024,31-03-2025,google_pay,false
S002062,U01491,standard,13.99,2024-09-29,,google_pay,N
S000481,U00349,standard,13.99,2024-02-14,,apple_pay,false
S001603,U01163,basic,8.99,03/05/2024,05-10-2024,paypal,no
S001584,U01149,standard,13.99,01-10-2024,,google_pay,N
S001225,U00883,basic,8.99,2025-03-04,,google_pay,0
S001773,U01281,basic,8.99,2022-05-04,,google_pay,0
S001708,U01238,premium,17.99,03/25/2024,2025-01-05,credit_card,N
S001057,U00761,premium,17.99,2022-10-11,,google_pay,no
S001072,U00773,standard,13.99,05/04/2023,04-03-2024,credit_card,no
S001680,U01220,basic,8.99,18-08-2022,2022-09-30,apple_pay,yes
S001942,U01401,basic,8.99,2023-01-27,,paypal,0
S000104,U00069,premium,17.99,2023-11-18,,google_pay,N
S000065,U00046,standard,13.99,"Aug 05, 2024",2024-12-30,google_pay,true
S000156,U00105,basic,8.99,2023-07-25,23-11-2023,apple_pay,false
S000119,U00077,premium,17.99,29-11-2023,,apple_pay,FALSE
S001804,U01302,basic,8.99,28-01-2024,09/30/2024,credit_card,0
S001788,U01290,standard,13.99,07/29/2023,,apple_pay,0
S001412,U01020,basic,8.99,04/25/2022,,paypal,no
S001400,U01011,premium,17.99,09/13/2023,2024-10-02,google_pay,false
S000542,U00392,basic,8.99,13-10-2023,2024-02-21,google_pay,N
S001346,U00970,premium,17.99,2024-09-17,,apple_pay,false
S001955,U01412,premium,17.99,"Oct 07, 2024",,paypal,no
S000977,U00700,basic,8.99,2022-11-19,,credit_card,false
S001564,U01134,standard,13.99,11/18/2022,2023-04-20,google_pay,FALSE
S001309,U00948,premium,17.99,02/20/2022,2022-07-11,credit_card,yes
S001411,U01019,premium,17.99,04-07-2022,,credit_card,N
S000367,U00264,premium,17.99,2022-07-03,,apple_pay,no
S000122,U00079,basic,8.99,2022-12-25,2024-01-18,paypal,FALSE
S000728,U00530,standard,13.99,2023-08-15,2024-01-30,google_pay,1
S000588,U00427,standard,13.99,"Jun 01, 2024",,google_pay,no
S000143,U00095,standard,13.99,2022-02-01,11/21/2022,paypal,Y
S000246,U00172,standard,13.99,2023-12-17,10/13/2024,credit_card,no
S001772,U01280,premium,17.99,2023-06-12,,paypal,FALSE
S000308,U00221,standard,13.99,2023-02-07,,apple_pay,0
S001901,U01372,standard,13.99,2023-01-29,,paypal,false
S000913,U00656,premium,17.99,05/08/2024,2025-01-17,apple_pay,N
S001102,U00796,basic,8.99,2022-08-24,2023-03-10,apple_pay,N
S001550,U01126,basic,8.99,2023-05-15,,apple_pay,no
S000105,U00070,basic,8.99,"Jul 13, 2023","May 06, 2024",paypal,0
S000324,U00230,basic,8.99,2022-06-26,,google_pay,FALSE
S002044,U01481,premium,17.99,"Jan 01, 2023",22-05-2023,apple_pay,no
S000404,U00290,premium,17.99,2023-02-08,,apple_pay,N
S000769,U00560,premium,17.99,12/02/2023,2024-03-02,paypal,false
S001633,U01184,basic,8.99,2023-11-11,2024-05-27,credit_card,0
S000204,U00142,premium,17.99,"Mar 26, 2023",2023-08-24,apple_pay,N
S001615,U01170,standard,13.99,15-02-2022,2022-10-05,google_pay,FALSE
S001115,U00804,premium,17.99,2023-05-17,2023-08-03,apple_pay,N
S000585,U00425,basic,8.99,2022-01-08,2022-04-16,google_pay,false
S000816,U00589,standard,13.99,2023-09-09,2024-09-03,paypal,no
S001798,U01297,standard,13.99,03/13/2024,,google_pay,0
S000485,U00352,basic,8.99,"Mar 04, 2022",05/10/2022,paypal,TRUE
S001774,U01282,basic,8.99,01/11/2022,2023-01-16,paypal,false
S001048,U00754,basic,8.99,"Mar 25, 2024",2024-10-21,google_pay,Y
S000799,U00579,standard,13.99,2025-03-14,,paypal,false
S001802,U01301,basic,8.99,24-08-2022,2022-09-27,credit_card,1
S000381,U00276,premium,17.99,2024-07-16,,apple_pay,false
S002029,U01470,standard,13.99,2024-07-27,31-03-2025,credit_card,0
S001828,U01316,standard,13.99,2022-12-04,2023-11-12,credit_card,FALSE
S001394,U01005,standard,13.99,2024-10-17,,apple_pay,no
S001367,U00987,standard,13.99,2022-08-08,"Aug 07, 2023",apple_pay,false
S001252,U00903,premium,17.99,09-06-2022,,paypal,no
S001199,U00866,premium,17.99,21-09-2023,12-07-2024,paypal,0
S001278,U00925,basic,8.99,2023-06-10,2024-05-22,google_pay,FALSE
S000618,U00452,premium,17.99,22-10-2023,,paypal,N
S000329,U00234,premium,17.99,2023-08-06,2023-09-05,google_pay,true
S000420,U00302,standard,13.99,2023-05-25,,paypal,false
S000225,U00155,standard,13.99,2022-07-26,,paypal,false
S000574,U00415,standard,13.99,2024-01-28,2024-05-04,credit_card,yes
S000354,U00254,premium,17.99,2022-09-07,,credit_card,false
S000304,U00217,standard,13.99,2022-07-03,"Feb 19, 2023",google_pay,yes
S002007,U01453,standard,13.99,09/17/2023,2023-12-13,apple_pay,FALSE
S002037,U01476,premium,17.99,2024-11-19,2025-03-21,credit_card,1
S001508,U01094,premium,17.99,2024-08-19,03/31/2025,paypal,0
S000341,U00243,premium,17.99,2024-05-28,2025-03-31,google_pay,0
S000226,U00156,standard,13.99,2023-11-14,,credit_card,0
S001213,U00876,premium,17.99,27-03-2022,2022-07-28,apple_pay,N
S000722,U00525,basic,8.99,2024-09-07,31-03-2025,apple_pay,no
S000382,U00277,premium,17.99,06/11/2023,01/28/2024,google_pay,FALSE
S001052,U00757,standard,13.99,2023-08-06,02-10-2023,apple_pay,yes
S002047,U01482,premium,17.99,2023-06-16,31-10-2023,paypal,no
S002053,U01486,standard,13.99,2022-02-13,,credit_card,false
S000682,U00497,standard,13.99,2023-10-02,,google_pay,0
S000046,U00031,premium,17.99,2022-08-30,2022-10-19,paypal,TRUE
S000273,U00195,basic,,2022-09-07,,credit_card,no
S000075,U00052,premium,17.99,04-06-2023,2024-02-26,apple_pay,no
S001636,U01185,basic,8.99,02/24/2023,,paypal,no
S001894,U01366,basic,8.99,2022-12-08,2023-08-22,google_pay,0
S001081,U00778,premium,17.99,2024-03-19,30-05-2024,google_pay,yes
S001731,U01254,premium,17.99,2023-05-01,2024-03-01,credit_card,FALSE
S000522,U00379,basic,8.99,2022-03-10,,apple_pay,0
S000306,U00219,standard,13.99,07/18/2024,,apple_pay,N
S000089,U00061,basic,8.99,2023-11-28,05/26/2024,paypal,0
S000894,U00643,basic,8.99,2024-08-30,,paypal,N
S001297,U00938,standard,13.99,2022-05-08,2022-09-30,google_pay,0
S000556,U00403,standard,13.99,2022-10-15,2023-01-21,apple_pay,0
S000778,U00566,standard,13.99,16-12-2022,08/31/2023,paypal,no
S000175,U00118,premium,17.99,2024-05-02,2025-01-05,credit_card,FALSE
S000097,U00065,standard,13.99,2022-03-14,,paypal,FALSE
S000699,U00508,premium,17.99,08/13/2022,,credit_card,N
S001727,U01251,premium,17.99,2022-09-28,,apple_pay,0
S000434,U00314,basic,8.99,2022-09-25,,credit_card,false
S000510,U00373,standard,13.99,2022-11-01,09-09-2023,paypal,FALSE
S000809,U00586,premium,17.99,26-07-2023,2024-01-27,credit_card,no
S000173,U00117,standard,13.99,2024-07-12,03/31/2025,paypal,no
S001350,U00973,premium,17.99,2022-05-25,2022-11-20,paypal,N
S000761,U00553,basic,8.99,"Nov 27, 2023",,credit_card,0
S000636,U00464,standard,13.99,2023-02-09,"Aug 01, 2023",paypal,N
S001004,U00722,standard,13.99,2024-09-22,2025-03-31,paypal,0
S000668,U00486,premium,17.99,2024-05-03,08/13/2024,paypal,yes
S000704,U00512,basic,8.99,2022-02-09,,credit_card,no
S001612,U01168,premium,17.99,"Dec 06, 2024",2025-03-31,apple_pay,0
S000673,U00490,basic,8.99,13-02-2023,,paypal,no
S001641,U01190,standard,13.99,2024-02-24,,apple_pay,FALSE
S001796,U01295,premium,17.99,2022-11-26,,google_pay,FALSE
S001847,U01332,premium,17.99,2024-12-29,,apple_pay,false
S001064,U00768,premium,17.99,2024-08-26,2024-12-11,google_pay,yes
S000762,U00554,premium,17.99,2024-02-20,,paypal,FALSE
S000022,U00013,premium,17.99,05-05-2024,2024-10-31,paypal,true
S001197,U00865,basic,8.99,15-01-2024,,paypal,no
S001074,U00774,standard,13.99,2024-02-20,05/07/2024,apple_pay,no
S000010,U00005,premium,17.99,2024-06-08,2024-10-24,paypal,1
S001359,U00980,basic,8.99,03/29/2023,,google_pay,FALSE
S000088,U00061,premium,17.99,05/12/2023,2023-11-07,paypal,false
S001649,U01197,basic,8.99,2024-11-07,,google_pay,0
S000379,U00275,premium,17.99,2022-06-20,2022-09-13,credit_card,0
S001488,U01079,standard,13.99,2025-01-14,,credit_card,false
S001060,U00764,basic,8.99,2022-08-03,,google_pay,false
S000748,U00544,standard,13.99,2022-02-24,,google_pay,0
S001850,U01333,premium,17.99,04/08/2024,,credit_card,false
S000693,U00505,standard,13.99,2024-01-26,"Jul 07, 2024",google_pay,N
S000094,U00063,basic,8.99,2024-12-27,,paypal,FALSE
S001529,U01111,standard,13.99,2023-04-15,18-10-2023,google_pay,1
S001522,U01106,standard,13.99,04-03-2024,,apple_pay,FALSE
S001792,U01293,premium,17.99,2024-10-14,2025-02-01,credit_card,false
S000609,U00444,basic,8.99,09/18/2023,,google_pay,false
S001567,U01135,premium,17.99,13-06-2024,,google_pay,N
S001553,U01128,basic,8.99,2024-11-12,,credit_card,0
S001684,U01223,basic,8.99,"Apr 08, 2023",2024-03-13,google_pay,no
S000298,U00214,basic,8.99,2022-05-20,,credit_card,no
S000459,U00332,standard,13.99,"Jul 16, 2024",2024-11-19,credit_card,false
S001702,U01235,basic,8.99,08-09-2022,,credit_card,N
S000013,U00007,standard,13.99,22-06-2024,03/15/2025,google_pay,no
S000355,U00255,basic,8.99,11/28/2024,2025-03-31,paypal,FALSE
S000436,U00315,premium,17.99,2024-06-20,"Dec 06, 2024",paypal,yes
S001939,U01399,premium,17.99,2022-12-18,,apple_pay,false
S000875,U00628,premium,17.99,2023-12-04,06/03/2024,credit_card,false
S001069,U00772,basic,8.99,2022-06-12,05-02-2023,paypal,FALSE
S001750,U01266,premium,17.99,12/17/2022,29-11-2023,credit_card,Y
S001797,U01296,standard,13.99,31-07-2023,,paypal,no
S001533,U01115,standard,13.99,"Feb 12, 2023",2023-09-17,google_pay,false
S001270,U00917,basic,8.99,07/02/2022,,apple_pay,N
S001800,U01299,premium,17.99,2022-02-22,,google_pay,0
S000949,U00680,standard,13.99,2024-09-28,,google_pay,N
S001502,U01090,standard,13.99,2024-04-07,2024-05-28,google_pay,yes
S000858,U00616,basic,8.99,2024-09-26,2025-03-31,google_pay,no
S000918,U00659,premium,17.99,2024-12-02,2025-03-31,apple_pay,no
S001229,U00885,basic,8.99,"Dec 19, 2023",,google_pay,FALSE
S001409,U01018,premium,17.99,2023-06-02,10/02/2023,google_pay,0
S001770,U01279,standard,13.99,2022-09-14,2023-01-26,apple_pay,no
S000710,U00517,basic,8.99,2023-10-29,2024-01-28,apple_pay,no
S001000,U00719,standard,13.99,2024-10-13,"Mar 31, 2025",google_pay,no
S000724,U00527,standard,13.99,2023-07-03,2023-12-05,apple_pay,true
S000926,U00663,premium,17.99,25-10-2022,01-09-2023,google_pay,Y
S001807,U01304,standard,13.99,08/05/2023,2024-04-21,google_pay,N
S000777,U00566,standard,13.99,01/14/2022,2022-12-05,paypal,N
S001046,U00754,premium,17.99,"Jul 25, 2022",07-05-2023,google_pay,0
S000239,U00166,standard,13.99,2022-05-08,2022-12-31,google_pay,Y
S000906,U00652,premium,17.99,"Feb 12, 2023",20-06-2023,apple_pay,FALSE
S001171,U00848,standard,13.99,10/07/2024,,paypal,0
S001266,U00914,basic,8.99,09-07-2022,2023-01-01,google_pay,false
S001262,U00912,standard,13.99,2023-10-01,,apple_pay,false
S000895,U00644,premium,17.99,2023-05-29,,credit_card,FALSE
S001495,U01085,basic,8.99,"Apr 02, 2023",,apple_pay,FALSE
S000943,U00676,premium,17.99,06/10/2022,,paypal,no
S001242,U00894,standard,13.99,2024-07-25,,apple_pay,no
S001234,U00888,standard,13.99,2024-04-01,03/31/2025,credit_card,0
S000511,U00373,basic,8.99,2023-10-02,,paypal,no
S001619,U01173,premium,17.99,2022-06-23,10-07-2023,apple_pay,yes
S001123,U00810,standard,13.99,2024-09-12,2025-03-31,credit_card,FALSE
S000338,U00241,premium,17.99,2022-06-08,,apple_pay,no
S000620,U00454,premium,17.99,"Mar 29, 2024",,paypal,no
S001975,U01429,standard,13.99,2024-05-23,2025-03-31,credit_card,0
S001933,U01396,standard,13.99,2024-03-29,2024-08-06,credit_card,FALSE
S001322,U00956,basic,8.99,2024-03-04,,paypal,0
S001221,U00881,premium,17.99,2024-11-02,2025-02-22,credit_card,Y
S000928,U00665,basic,8.99,2023-12-25,,google_pay,FALSE
S001493,U01083,standard,13.99,2024-01-19,,apple_pay,no
S001967,U01422,basic,8.99,2024-07-30,03/31/2025,paypal,FALSE
S000598,U00435,premium,17.99,2023-09-19,,credit_card,false
S000967,U00693,standard,13.99,"Nov 20, 2023",,credit_card,N
S000038,U00026,standard,13.99,2024-11-21,,credit_card,FALSE
S001689,U01227,basic,8.99,"May 12, 2022","Jun 19, 2022",google_pay,Y
S001960,U01417,premium,17.99,2022-02-14,,google_pay,0
S001754,U01269,basic,8.99,09/23/2023,01/29/2024,apple_pay,no
S001542,U01119,standard,13.99,06-11-2024,,google_pay,N
S000116,U00076,basic,8.99,09-04-2024,2024-09-05,google_pay,0
S001304,U00944,basic,8.99,03/29/2022,"May 27, 2022",apple_pay,TRUE
S001103,U00796,premium,17.99,2023-03-17,,apple_pay,N
S000523,U00380,premium,17.99,02/17/2022,,paypal,no
S001775,U01282,basic,8.99,2023-02-07,,paypal,FALSE
S000265,U00190,standard,13.99,2024-02-12,,apple_pay,false
S000733,U00533,premium,17.99,2022-08-14,2022-11-24,apple_pay,false
S000475,U00345,standard,13.99,2024-06-04,,apple_pay,no
S000714,U00520,basic,8.99,06/11/2023,,paypal,FALSE
S001163,U00842,basic,8.99,2024-01-17,2025-02-03,credit_card,N
S001124,U00811,premium,17.99,"Mar 06, 2024",2024-08-06,apple_pay,N
S000911,U00654,premium,17.99,2024-10-17,,paypal,false
S000066,U00047,standard,13.99,13-11-2022,2023-07-25,google_pay,N
S002008,U01453,standard,13.99,"Dec 25, 2023",,apple_pay,false
S000662,U00483,basic,8.99,2023-05-25,,apple_pay,FALSE
S000157,U00105,basic,8.99,2023-11-28,,apple_pay,FALSE
S000637,U00464,standard,13.99,2023-08-16,,paypal,false
S000783,U00568,basic,8.99,20-01-2025,"Mar 09, 2025",credit_card,Y
S000476,U00346,premium,17.99,21-11-2024,,paypal,FALSE
S002038,U01477,standard,13.99,"Oct 25, 2023",2024-02-28,apple_pay,no
S001887,U01360,premium,17.99,"Dec 24, 2023",2024-05-21,apple_pay,1
S001357,U00978,premium,17.99,"Aug 28, 2023",,credit_card,false
S000365,U00262,standard,13.99,2023-02-16,,apple_pay,FALSE
S000606,U00441,premium,17.99,"Sep 30, 2024",,credit_card,0
S002024,U01466,basic,8.99,04-03-2023,,apple_pay,N
S000115,U00075,premium,17.99,04/26/2023,,paypal,false
S001961,U01418,premium,17.99,2023-02-18,05/28/2023,paypal,no
S001753,U01269,premium,17.99,03/08/2023,2023-09-20,apple_pay,FALSE
S000396,U00286,basic,8.99,04-01-2024,"Oct 03, 2024",apple_pay,FALSE
S001607,U01165,standard,13.99,01/07/2024,2024-09-03,paypal,FALSE
S001335,U00964,premium,17.99,09/25/2022,2023-06-16,apple_pay,yes
S000805,U00583,standard,13.99,02/01/2025,2025-03-27,paypal,TRUE
S001551,U01127,basic,8.99,06-04-2024,,paypal,false
S000632,U00462,basic,8.99,2024-09-22,"Dec 17, 2024",google_pay,0
S001501,U01089,basic,8.99,27-08-2024,,paypal,0
S001642,U01191,basic,8.99,"Sep 29, 2024",,paypal,N
S001982,U01434,standard,13.99,06/30/2024,,google_pay,no
S001935,U01397,premium,17.99,19-04-2024,2024-05-22,credit_card,TRUE
S000192,U00130,basic,8.99,02-02-2024,,credit_card,0
S000720,U00524,premium,17.99,2024-07-29,,google_pay,0
S001809,U01305,basic,8.99,2024-11-20,"Jan 30, 2025",credit_card,no
S000684,U00498,basic,8.99,2025-03-16,03/31/2025,credit_card,N
S000438,U00317,basic,8.99,2022-04-24,,apple_pay,no
